Antecedent,Consequent,Support,Confidence,Lift,Antecedent_str,Consequent_str
"(np.int64(18), np.int64(104), np.int64(122))","(np.int64(3),)",0.0108506771724567,0.708838821490468,3.09476065533688,"('Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Italian', 'Ethiopian', 'Mexican')","('Ethiopian', 'American (New)')"
"(np.int64(3), np.int64(104), np.int64(152))","(np.int64(122),)",0.0100282542082852,0.581986143187067,3.0906022384082434,"('Ethiopian', 'American (New)', 'Ethiopian', 'Italian', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Mexican')"
"(np.int64(4), np.int64(104), np.int64(122))","(np.int64(155),)",0.0103333465982198,0.4726941747572816,3.08929308646963,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Mexican')","('Ethiopian', 'Seafood')"
"(np.int64(4), np.int64(18), np.int64(43))","(np.int64(122),)",0.0100017244352474,0.5813415574402467,3.0871792047582334,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Coffee & Tea')","('Ethiopian', 'Mexican')"
"(np.int64(3), np.int64(18), np.int64(24))","(np.int64(122),)",0.0104262008038521,0.5792188651436994,3.075906775612008,"('Ethiopian', 'American (New)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Burgers')","('Ethiopian', 'Mexican')"
"(np.int64(3), np.int64(4), np.int64(40))","(np.int64(122),)",0.0108241473994189,0.5791341376863023,3.075456835570391,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Chinese')","('Ethiopian', 'Mexican')"
"(np.int64(4), np.int64(139), np.int64(152))","(np.int64(18),)",0.011195564221948,0.5324921135646687,3.0723238148859395,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Pizza', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(4), np.int64(104), np.int64(122))","(np.int64(18),)",0.0116067757040338,0.5309466019417476,3.063406664670329,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Mexican')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(18), np.int64(104), np.int64(139))","(np.int64(3),)",0.0103200817117009,0.7015329125338143,3.0628633623204182,"('Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Italian', 'Ethiopian', 'Pizza')","('Ethiopian', 'American (New)')"
"(np.int64(3), np.int64(83))","(np.int64(152),)",0.0110231206972024,0.4385224274406332,3.060158311345646,"('Ethiopian', 'American (New)', 'Ethiopian', 'Grocery')","('Ethiopian', 'Sandwiches')"
"(np.int64(3), np.int64(83))","(np.int64(24),)",0.0108241473994189,0.4306068601583113,3.059293126637886,"('Ethiopian', 'American (New)', 'Ethiopian', 'Grocery')","('Ethiopian', 'Burgers')"
"(np.int64(4), np.int64(24), np.int64(139))","(np.int64(122),)",0.0122434902569408,0.5743621655258244,3.050115565828073,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Pizza')","('Ethiopian', 'Mexican')"
"(np.int64(4), np.int64(24), np.int64(139))","(np.int64(18),)",0.0112486237680236,0.5276913503422527,3.0446248146526407,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Pizza')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(3), np.int64(18), np.int64(139))","(np.int64(122),)",0.0111027100163158,0.5728952772073922,3.042325744071124,"('Ethiopian', 'American (New)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Pizza')","('Ethiopian', 'Mexican')"
"(np.int64(4), np.int64(104), np.int64(139))","(np.int64(18),)",0.0110629153567591,0.527180783817952,3.041678995077602,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Pizza')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(4), np.int64(18), np.int64(152))","(np.int64(122),)",0.0119251329804873,0.5722469764481223,3.038882982072034,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Mexican')"
"(np.int64(3), np.int64(4), np.int64(104))","(np.int64(24),)",0.0117792192287794,0.4271284271284271,3.034580222027211,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian')","('Ethiopian', 'Burgers')"
"(np.int64(4), np.int64(18), np.int64(104))","(np.int64(122),)",0.0116067757040338,0.5711488250652741,3.033051315525206,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Italian')","('Ethiopian', 'Mexican')"
"(np.int64(18), np.int64(139), np.int64(152))","(np.int64(3),)",0.0101343733004364,0.6939146230699363,3.029602229071251,"('Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Pizza', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'American (New)')"
"(np.int64(3), np.int64(4), np.int64(122))","(np.int64(139),)",0.0152148248371735,0.4856054191363252,3.026733008055407,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(24), np.int64(104))","(np.int64(122),)",0.0101609030734742,0.5695167286245354,3.0243841660198543,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Italian')","('Ethiopian', 'Mexican')"
"(np.int64(122), np.int64(139), np.int64(152))","(np.int64(3),)",0.0109700611511268,0.6926298157453936,3.023992814015057,"('Ethiopian', 'Mexican', 'Ethiopian', 'Pizza', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'American (New)')"
"(np.int64(3), np.int64(104), np.int64(139))","(np.int64(122),)",0.0106251741016355,0.5692963752665244,3.0232139928301973,"('Ethiopian', 'American (New)', 'Ethiopian', 'Italian', 'Ethiopian', 'Pizza')","('Ethiopian', 'Mexican')"
"(np.int64(3), np.int64(4), np.int64(152))","(np.int64(18),)",0.0140475148235106,0.5232213438735178,3.0188341841874244,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(104), np.int64(139), np.int64(152))","(np.int64(3),)",0.010054783981323,0.690975387420237,3.016769649125465,"('Ethiopian', 'Italian', 'Ethiopian', 'Pizza', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'American (New)')"
"(np.int64(4), np.int64(18), np.int64(24))","(np.int64(122),)",0.0119914574130818,0.5678391959798995,3.015475730299851,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Burgers')","('Ethiopian', 'Mexican')"
"(np.int64(4), np.int64(83))","(np.int64(24),)",0.0135036544762359,0.4243434764485202,3.0147942379629247,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Grocery')","('Ethiopian', 'Burgers')"
"(np.int64(122), np.int64(171))","(np.int64(24),)",0.0104659954634088,0.4237379162191192,3.0104919696551447,"('Ethiopian', 'Mexican', 'Ethiopian', 'Steakhouses')","('Ethiopian', 'Burgers')"
"(np.int64(4), np.int64(24), np.int64(152))","(np.int64(122),)",0.0111292397893536,0.5668918918918919,3.010445129195129,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Mexican')"
"(np.int64(4), np.int64(139), np.int64(152))","(np.int64(122),)",0.0119118680939684,0.5665615141955835,3.0086906784067664,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Pizza', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Mexican')"
"(np.int64(4), np.int64(139), np.int64(155))","(np.int64(122),)",0.0107180283072678,0.5662228451296426,3.006892196801097,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Pizza', 'Ethiopian', 'Seafood')","('Ethiopian', 'Mexican')"
"(np.int64(4), np.int64(104), np.int64(152))","(np.int64(122),)",0.0108374122859378,0.5661815661815661,3.0066729874422182,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Mexican')"
"(np.int64(3), np.int64(4), np.int64(104))","(np.int64(155),)",0.0126812315120644,0.4598364598364599,3.005261482244577,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian')","('Ethiopian', 'Seafood')"
"(np.int64(3), np.int64(4), np.int64(24))","(np.int64(18),)",0.0135036544762359,0.5207161125319693,3.004379731780772,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(3), np.int64(4), np.int64(18))","(np.int64(139),)",0.0142730178943319,0.4816472694717995,3.0020622326308843,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(43), np.int64(152))","(np.int64(3),)",0.0102670221656253,0.6873889875666075,3.0011115773257564,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Coffee & Tea', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'American (New)')"
"(np.int64(4), np.int64(104), np.int64(152))","(np.int64(3),)",0.0131189727671879,0.6853776853776853,2.99233031606924,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'American (New)')"
"(np.int64(4), np.int64(18), np.int64(139))","(np.int64(122),)",0.0123761391221298,0.5634057971014493,2.991932433508521,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Pizza')","('Ethiopian', 'Mexican')"
"(np.int64(4), np.int64(122), np.int64(155))","(np.int64(18),)",0.0107445580803056,0.5182341650671785,2.9900596205356944,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Seafood')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(3), np.int64(18), np.int64(104))","(np.int64(122),)",0.0108506771724567,0.5629731589814178,2.989634934920551,"('Ethiopian', 'American (New)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Italian')","('Ethiopian', 'Mexican')"
"(np.int64(3), np.int64(4), np.int64(43))","(np.int64(122),)",0.0111557695623913,0.5617902471609886,2.9833531531928323,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Coffee & Tea')","('Ethiopian', 'Mexican')"
"(np.int64(67), np.int64(122))","(np.int64(24),)",0.0126812315120644,0.4191144234984656,2.9776438643180496,"('Ethiopian', 'Fast Food', 'Ethiopian', 'Mexican')","('Ethiopian', 'Burgers')"
"(np.int64(4), np.int64(24), np.int64(155))","(np.int64(122),)",0.0100149893217663,0.560504825538233,2.9765269993555066,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Seafood')","('Ethiopian', 'Mexican')"
"(np.int64(4), np.int64(18), np.int64(104))","(np.int64(3),)",0.0138485415257272,0.6814621409921671,2.9752352130061097,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Italian')","('Ethiopian', 'American (New)')"
"(np.int64(104), np.int64(122), np.int64(139))","(np.int64(3),)",0.0106251741016355,0.6805437553101105,2.9712255795195053,"('Ethiopian', 'Italian', 'Ethiopian', 'Mexican', 'Ethiopian', 'Pizza')","('Ethiopian', 'American (New)')"
"(np.int64(18), np.int64(122), np.int64(152))","(np.int64(3),)",0.0108772069454945,0.6799336650082919,2.9685619507719987,"('Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Mexican', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'American (New)')"
"(np.int64(3), np.int64(4), np.int64(24))","(np.int64(155),)",0.0117792192287794,0.4542199488491048,2.9685547710348907,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers')","('Ethiopian', 'Seafood')"
"(np.int64(4), np.int64(104), np.int64(155))","(np.int64(3),)",0.0126812315120644,0.6784953867991483,2.9622824882508483,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Seafood')","('Ethiopian', 'American (New)')"
"(np.int64(4), np.int64(122), np.int64(139))","(np.int64(18),)",0.0123761391221298,0.5132013201320133,2.9610215766716736,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Pizza')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(40), np.int64(152))","(np.int64(139),)",0.0108241473994189,0.4749708963911525,2.960449025732932,"('Ethiopian', 'Chinese', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Pizza')"
"(np.int64(24), np.int64(83))","(np.int64(139),)",0.0100945786408797,0.4738480697384807,2.953450552573365,"('Ethiopian', 'Burgers', 'Ethiopian', 'Grocery')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(24), np.int64(122))","(np.int64(155),)",0.0100149893217663,0.4512851165570831,2.949374172682169,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Mexican')","('Ethiopian', 'Seafood')"
"(np.int64(3), np.int64(4), np.int64(155))","(np.int64(139),)",0.0123098146895353,0.4725050916496944,2.945079896171601,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Seafood')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(18), np.int64(152))","(np.int64(3),)",0.0140475148235106,0.6740929344366646,2.943061565319791,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'American (New)')"
"(np.int64(4), np.int64(39))","(np.int64(24),)",0.0114078024062504,0.4136604136604137,2.9388952600713982,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Chicken Wings')","('Ethiopian', 'Burgers')"
"(np.int64(4), np.int64(67))","(np.int64(24),)",0.0159311287091938,0.4132828630419821,2.9362129107667427,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Fast Food')","('Ethiopian', 'Burgers')"
"(np.int64(4), np.int64(104), np.int64(155))","(np.int64(122),)",0.0103333465982198,0.552874378992193,2.9360059741535967,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Seafood')","('Ethiopian', 'Mexican')"
"(np.int64(43), np.int64(152))","(np.int64(24),)",0.0103598763712576,0.4132275132275132,2.9358196720085323,"('Ethiopian', 'Coffee & Tea', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Burgers')"
"(np.int64(4), np.int64(104), np.int64(139))","(np.int64(122),)",0.0115935108175149,0.5524652338811631,2.933833233770023,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Pizza')","('Ethiopian', 'Mexican')"
"(np.int64(4), np.int64(104), np.int64(122))","(np.int64(3),)",0.0146842293764176,0.6717233009708738,2.932715844691681,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Mexican')","('Ethiopian', 'American (New)')"
"(np.int64(4), np.int64(152), np.int64(155))","(np.int64(3),)",0.011964927640044,0.6686434395848776,2.919269298661329,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Sandwiches', 'Ethiopian', 'Seafood')","('Ethiopian', 'American (New)')"
"(np.int64(3), np.int64(4), np.int64(152))","(np.int64(155),)",0.011964927640044,0.4456521739130434,2.9125600723695366,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Seafood')"
"(np.int64(24), np.int64(104))","(np.int64(152),)",0.0121771658243463,0.4172727272727273,2.9118706924844107,"('Ethiopian', 'Burgers', 'Ethiopian', 'Italian')","('Ethiopian', 'Sandwiches')"
"(np.int64(4), np.int64(104), np.int64(139))","(np.int64(3),)",0.0139944552774351,0.6668773704171934,2.911558714521397,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Pizza')","('Ethiopian', 'American (New)')"
"(np.int64(4), np.int64(139), np.int64(152))","(np.int64(3),)",0.0140209850504728,0.6668769716088327,2.91155697334077,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Pizza', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'American (New)')"
"(np.int64(18), np.int64(122), np.int64(139))","(np.int64(3),)",0.0111027100163158,0.665341812400636,2.904854532428722,"('Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Mexican', 'Ethiopian', 'Pizza')","('Ethiopian', 'American (New)')"
"(np.int64(4), np.int64(122), np.int64(139))","(np.int64(155),)",0.0107180283072678,0.4444444444444445,2.904666955642248,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Pizza')","('Ethiopian', 'Seafood')"
"(np.int64(18), np.int64(40))","(np.int64(24),)",0.0103598763712576,0.4082592786199686,2.9005223105573057,"('Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Chinese')","('Ethiopian', 'Burgers')"
"(np.int64(4), np.int64(18), np.int64(43))","(np.int64(3),)",0.0114210672927693,0.6638396299151889,2.898296066509315,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Coffee & Tea')","('Ethiopian', 'American (New)')"
"(np.int64(4), np.int64(122), np.int64(152))","(np.int64(3),)",0.0144719911921153,0.663625304136253,2.89736032912027,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'American (New)')"
"(np.int64(3), np.int64(4), np.int64(104))","(np.int64(18),)",0.0138485415257272,0.5021645021645021,2.897342363743711,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(24), np.int64(40))","(np.int64(139),)",0.01069149853423,0.4648212226066897,2.8971870614841277,"('Ethiopian', 'Burgers', 'Ethiopian', 'Chinese')","('Ethiopian', 'Pizza')"
"(np.int64(3), np.int64(4), np.int64(139))","(np.int64(18),)",0.0142730178943319,0.5018656716417911,2.895618198994314,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Pizza')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(24), np.int64(43))","(np.int64(152),)",0.0103598763712576,0.4136652542372881,2.8866965214464906,"('Ethiopian', 'Burgers', 'Ethiopian', 'Coffee & Tea')","('Ethiopian', 'Sandwiches')"
"(np.int64(4), np.int64(24), np.int64(104))","(np.int64(3),)",0.0117792192287794,0.6602230483271376,2.882506222519136,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Italian')","('Ethiopian', 'American (New)')"
"(np.int64(3), np.int64(4), np.int64(155))","(np.int64(18),)",0.0129995887885179,0.4989816700610998,2.878978353045777,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Seafood')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(43), np.int64(139))","(np.int64(152),)",0.0111690344489102,0.4125428711415972,2.878864151323853,"('Ethiopian', 'Coffee & Tea', 'Ethiopian', 'Pizza')","('Ethiopian', 'Sandwiches')"
"(np.int64(139), np.int64(155))","(np.int64(104),)",0.0132118269728202,0.4141372141372141,2.878797801951329,"('Ethiopian', 'Pizza', 'Ethiopian', 'Seafood')","('Ethiopian', 'Italian')"
"(np.int64(4), np.int64(24), np.int64(155))","(np.int64(3),)",0.0117792192287794,0.6592427616926503,2.878226332062537,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Seafood')","('Ethiopian', 'American (New)')"
"(np.int64(104), np.int64(152))","(np.int64(139),)",0.0145515805112287,0.4617003367003367,2.877734872495104,"('Ethiopian', 'Italian', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(18), np.int64(122))","(np.int64(155),)",0.0107445580803056,0.4402173913043478,2.8770410470967374,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Mexican')","('Ethiopian', 'Seafood')"
"(np.int64(4), np.int64(24), np.int64(152))","(np.int64(3),)",0.0129332643559234,0.6587837837837838,2.876222453704066,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'American (New)')"
"(np.int64(139), np.int64(152))","(np.int64(104),)",0.0145515805112287,0.4136500754147812,2.8754115477449624,"('Ethiopian', 'Pizza', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Italian')"
"(np.int64(4), np.int64(122), np.int64(155))","(np.int64(3),)",0.013623038454906,0.6570697376839411,2.8687390001030444,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Seafood')","('Ethiopian', 'American (New)')"
"(np.int64(3), np.int64(4), np.int64(18))","(np.int64(155),)",0.0129995887885179,0.4386750223813787,2.866960893997832,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch')","('Ethiopian', 'Seafood')"
"(np.int64(4), np.int64(18), np.int64(155))","(np.int64(122),)",0.0107445580803056,0.5396402398401067,2.865726878051995,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Seafood')","('Ethiopian', 'Mexican')"
"(np.int64(3), np.int64(4), np.int64(122))","(np.int64(18),)",0.0155597118866648,0.4966130397967824,2.865312048917805,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(3), np.int64(4), np.int64(152))","(np.int64(122),)",0.0144719911921153,0.5390316205533596,2.8624948421144074,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Mexican')"
"(np.int64(4), np.int64(43), np.int64(122))","(np.int64(3),)",0.0111557695623913,0.6549844236760125,2.859634606339465,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Coffee & Tea', 'Ethiopian', 'Mexican')","('Ethiopian', 'American (New)')"
"(np.int64(43), np.int64(139))","(np.int64(24),)",0.0108904718320134,0.4022537971582557,2.857855716366924,"('Ethiopian', 'Coffee & Tea', 'Ethiopian', 'Pizza')","('Ethiopian', 'Burgers')"
"(np.int64(40), np.int64(139))","(np.int64(24),)",0.01069149853423,0.4017946161515453,2.854593415117948,"('Ethiopian', 'Chinese', 'Ethiopian', 'Pizza')","('Ethiopian', 'Burgers')"
"(np.int64(4), np.int64(18), np.int64(155))","(np.int64(3),)",0.0129995887885179,0.6528980679546968,2.850525664498797,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Seafood')","('Ethiopian', 'American (New)')"
"(np.int64(67), np.int64(139))","(np.int64(152),)",0.0106384389881544,0.4081424936386768,2.8481568238395747,"('Ethiopian', 'Fast Food', 'Ethiopian', 'Pizza')","('Ethiopian', 'Sandwiches')"
"(np.int64(40), np.int64(104))","(np.int64(139),)",0.0103996710308143,0.4560791157649796,2.842698329902813,"('Ethiopian', 'Chinese', 'Ethiopian', 'Italian')","('Ethiopian', 'Pizza')"
"(np.int64(139), np.int64(152))","(np.int64(24),)",0.0140740445965484,0.4000754147812971,2.842379162578234,"('Ethiopian', 'Pizza', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Burgers')"
"(np.int64(3), np.int64(4), np.int64(122))","(np.int64(155),)",0.013623038454906,0.434801016088061,2.8416423233489945,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican')","('Ethiopian', 'Seafood')"
"(np.int64(4), np.int64(43), np.int64(139))","(np.int64(3),)",0.0105323198960032,0.6508196721311474,2.841451475238942,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Coffee & Tea', 'Ethiopian', 'Pizza')","('Ethiopian', 'American (New)')"
"(np.int64(3), np.int64(40))","(np.int64(152),)",0.0126812315120644,0.4071550255536627,2.8412659364448736,"('Ethiopian', 'American (New)', 'Ethiopian', 'Chinese')","('Ethiopian', 'Sandwiches')"
"(np.int64(3), np.int64(4), np.int64(139))","(np.int64(122),)",0.0152148248371735,0.534981343283582,2.8409860894702312,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Pizza')","('Ethiopian', 'Mexican')"
"(np.int64(4), np.int64(139), np.int64(155))","(np.int64(3),)",0.0123098146895353,0.6503153468815697,2.839249612287073,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Pizza', 'Ethiopian', 'Seafood')","('Ethiopian', 'American (New)')"
"(np.int64(40), np.int64(139))","(np.int64(152),)",0.0108241473994189,0.4067796610169491,2.838646515327663,"('Ethiopian', 'Chinese', 'Ethiopian', 'Pizza')","('Ethiopian', 'Sandwiches')"
"(np.int64(4), np.int64(18), np.int64(139))","(np.int64(3),)",0.0142730178943319,0.6497584541062803,2.836818241715999,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Pizza')","('Ethiopian', 'American (New)')"
"(np.int64(83), np.int64(122))","(np.int64(139),)",0.0106649687611922,0.4547511312217195,2.8344211268633126,"('Ethiopian', 'Grocery', 'Ethiopian', 'Mexican')","('Ethiopian', 'Pizza')"
"(np.int64(18), np.int64(40))","(np.int64(152),)",0.010306816825182,0.4061683220073183,2.834380384260456,"('Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Chinese')","('Ethiopian', 'Sandwiches')"
"(np.int64(3), np.int64(4), np.int64(24))","(np.int64(122),)",0.0138352766392083,0.5335038363171355,2.8331398780247885,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers')","('Ethiopian', 'Mexican')"
"(np.int64(3), np.int64(4), np.int64(139))","(np.int64(155),)",0.0123098146895353,0.4328358208955223,2.8287987888903983,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Pizza')","('Ethiopian', 'Seafood')"
"(np.int64(3), np.int64(4), np.int64(104))","(np.int64(122),)",0.0146842293764176,0.5324675324675325,2.827636649065221,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian')","('Ethiopian', 'Mexican')"
"(np.int64(3), np.int64(150))","(np.int64(152),)",0.0107710878533434,0.4045839561534629,2.823324141677414,"('Ethiopian', 'American (New)', 'Ethiopian', 'Salad')","('Ethiopian', 'Sandwiches')"
"(np.int64(18), np.int64(24), np.int64(122))","(np.int64(3),)",0.0104262008038521,0.6458504519309778,2.819756067627302,"('Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Burgers', 'Ethiopian', 'Mexican')","('Ethiopian', 'American (New)')"
"(np.int64(24), np.int64(122), np.int64(139))","(np.int64(3),)",0.0103996710308143,0.6431501230516816,2.8079665446514808,"('Ethiopian', 'Burgers', 'Ethiopian', 'Mexican', 'Ethiopian', 'Pizza')","('Ethiopian', 'American (New)')"
"(np.int64(24), np.int64(104))","(np.int64(139),)",0.0130924429941501,0.4486363636363636,2.796308354316209,"('Ethiopian', 'Burgers', 'Ethiopian', 'Italian')","('Ethiopian', 'Pizza')"
