user_id,community
8JaJl5ZRMT4o2q10DVIZGg,5
PgAAN80-jEcSBlC3a2Q--g,5
LP9j1YqgWPJGw1zY_LRuzg,27
QQ9Ph8lbviUzOQXTZhyovg,2
F_ldFxOzy2FY3Ha3AxAntg,39
SUQg88K3GjwXC-YGiWChQQ,30
hDRGivuKGsWEMSLvAMxyOw,23
YYsZyRHqsNhqyaw816Sgnw,2
DBIOEMvbYXn6ozHnVQlFJg,27
s7dLTfBLlGU0sm5iJGN0qQ,18
uNAnCwtB-NJDvJhibd6Khg,3
2VdVMkMMpUQYb9iUFwCn-Q,13
dUlAgqQeoy9P_-lqZmcGFg,41
W6Zwtoa_qOoFVKOYX8L1xw,4
hbbQ_hp6TIDc1Tah294-Iw,21
V8M1Txtrx0SomcnhxfDM5A,10
ddWiCOw3AXRw_LgYSgN79Q,5
K2tK3VYPGpsg7UQfOxmHXQ,29
VB_uHDn4dKN7KfejiaMqvw,40
iYw_R4EPntzRlEN-9vv0yg,11
BIZYN1SobaUdRxXpwwrFmg,14
RdC-XT1AMdq7Bfa8ZFG-0g,29
oGmZWlLqVn1CaUQEbEApSw,27
_OscG3eAMko9keGQtZy8iA,26
U6Y_T79jCyMriQU9p5qEBg,13
6MdhPsdShh61BBsAJ4kXHg,0
70dbSpWRUCLsyvG3uISOLw,4
NxXATEHnRuynx5o1xAunnA,7
bn1nBMVmIb05eiW4uW2DOg,9
3zRUUR9sytI1Qz6ZQByQBw,9
ZtDqn42Sklo3NYgmYkFXpw,39
3KoaGeEF0VwkQ7k7JZ-A1w,32
ubt921l53gS17n7NyOlRjA,5
uluSSN2LrvWtVoGd3bWDow,27
fxtppve8Cf5F_7m7jX7AFw,44
Qw0C0w9XmJzp600qxw_xrA,14
lXHYZlEhP_x_03zkhclSGA,2
Do7ySdAnYRvFgaZ6r5vnZA,9
5ircSUxU8G_OWc6VPDj9MQ,34
2IGkoipMasDsW_XqMeFVIQ,53
cuQxVvuuaQT6dKvSvkGErw,43
r8ByAj3dnkBDm-UFE0efTw,45
uAic03HaBVDfPPy9sXWNfw,5
4L39dJ1U7VACmz6SV4FTmA,5
zuZaAJuR1ZGot_dIB5XCMA,27
YPElfC28DQuLYYTphvG_yQ,15
h5kN9PDhS3XJ7toa3PVJ9Q,6
UqjyoNNsQ8tW8G5bEETa5w,21
koyt5zJLVI6W4c_bLxX5JQ,32
t-IuhwoMS0f6q_oi8lyfOA,10
eVG0l24-qpKJGlBHGW0dhA,5
e3xfKeirbJ4ia9drOFZZkQ,51
rsctSR-egV8mn9rgkX1ybw,40
UUwJEN22I21m3eJaGZ5FHw,23
pG8B-lyYkEWeC4IKfoB-cA,0
lM9yKpDcbN9SX3LYoUJiCw,10
Ny-9q7eMglTSWIUyicfeiw,5
r9cw5OT03erQQSNN_oVSfg,5
ps7MPunizP-y05zHmoBSig,45
BC-ILj6djS9HQ3hwCADfXg,37
EQQ72oAe3XIMyJA1Y5KCtw,9
xv3BTzysrETXwYSi8-XVGg,15
0SqDmqARh6yIPjG5tAM-qA,4
Q_2ofmTHNjQOS5xP7cSj8w,5
8A4Xbr9SUkNqoZ54GFDTAg,10
mtDEGa-plPg3MvBSJM3aqA,10
M8kqIA2VGOsQAR8ukwhFlw,10
seBMVBmjSOVOeUyR16VkmA,17
Kij3NAKr3xqUF2ylKH-5HQ,10
lPNsKsD-HvdgkzfGq-Gjig,10
8hfPTHNPfuS8NhxNPE0FmQ,1
gejeSs-V2tE8kE3EdQWXiA,23
vbTETVQx1ukwK321i8SQ6A,3
pXhExBFv7g4XfW65i4r51A,21
wGD3H-uSkyhJtJnWaIvJBQ,10
zC9RFQw25wAxUaNm5acc2g,10
7JOedK-Lyby-KhTJMs3TXQ,2
mcXs_mV5CQHhlUZsRVvtXA,6
2Pwzml8GbxNmMc2uWRg_8Q,1
nbmnlrLaPyfO02E4dw6Z-g,41
Cf4HNr_HSU4MNWYKcjploQ,45
IRsj3x6eRpluPrFyXtYVGA,0
df0uIjqpFJqZGtdslpVafA,9
vxZzibySSjksk76DS4sAvw,10
WFtLH6I7HbRhzpWUjecMEA,10
OdPSBnobMSlr_UlFbWhCXA,37
lABhRt6E1lAvG68kqQZMow,19
GPdpXusxE0YhJM_3Bps3pg,10
nC57HW5S98vlq6mJRGieSQ,25
ayVdWlADSDc0Por4EEYbHQ,26
F869keAIp2wSp75mtjv5kA,5
BptZ98nOOU92l4NDxpLzzg,8
vrmH1VZyNxUitLkMM1BSvQ,40
Ga2LDJaPgJ76YKHwwskyJA,40
mKMIRfLS-KP52X69pr12mQ,4
YRRjzgZLM17inJOh-bEfkw,0
rEmdoDvnFb32f_7CaFKAoA,5
IhUV4v_7y1myHvX2RB8uoA,5
B6XnI51fVXXQGK5e2Xg2Ew,3
67ouVvN6BjxN3bvkmC5I9w,10
n4usc2DF4pd9fdi2wLDloQ,10
v1P1mFlnPjVTJredlhJuwg,10
_IiT-MsQ_7j4IzU_Qf-btQ,10
w5skOlyaW64866EloY0pCw,10
-fGn7pZjesM12KmzkzCgKw,2
tp4IRkslIXlDbpkKPXcsrg,14
Sn6ZMmBdN8u85JbMFmh1nA,40
KUcXU40pk1TftQ4J5hOnZw,10
rErZCGq4SS95wfutUDNUdg,42
Z-j47UDy5Mjy99VEVXVZVQ,51
zNzOgoerbxsQeFEF2rlurg,15
kvHFjFFU0bxwDPsvKhiamw,40
C_-Hu-1liU4kOTrBusP69A,9
i6F4S43qP3K4SaP9kg5c5A,9
BcD2bf-oFTzj8Z3ACzNhZw,22
cT9kmZLJdha8K_L3nQ2Svg,10
CBgLz7M4N14jMjaMp_e97A,37
ImfpGQq58FFcJcuiKmZRJA,11
I63daIf98NJtZePaXd2nbQ,25
cNsowHrQ-l5IuExnJ-_xIw,10
xfwN9Ampfsbu5TE146mgaw,5
6PZKchVqqGhYBeXLrMgeEQ,5
wjQxcfr9oxYFsBQ7ukimWw,4
FXbU7EqYgdeI8hVSKjBwkQ,37
PtOPOvNPtxstXwL6Yem3bA,51
boa781xF-EX7TJIsVg55mQ,10
3oUosFbCYT-8fc3_P6JSdw,40
X9LI-PPreQLwlDe5lfo9fg,10
Rdt-JiAN7Qlw3dJ7UVdNtw,11
ZoV7o2NpdNK08umYxwspFA,5
O5I_1eNdx2I7wDfn9JcKNQ,15
1VLnzPMvSFp2SVrFofGvqQ,25
sKgC9tZU4JAK1VMRnbUbTA,19
A9QFz9rZ-3DI9RExcxUx7Q,18
3adSeYml2o5Crnxk32bpTw,32
fKOfdEQd6DiQdLgi56tsIg,10
X2fs1JDMqczYNDJJleYxCQ,9
QgMh5MxUzOUMz6hHiuzxtw,22
wA8tWKdeTAw8orCxHMvK1w,9
DvFDfCst0pWyvjG-xkWFTQ,15
dwClwkBwnZYcF2ds0azUig,10
Xumz1m0vQ2fdLfkfZYCttQ,5
DuV9JZFSqtFS1f9H8Hb5AQ,53
SQmnrosA70mEilb-SOMdTQ,2
iXnIiPhAOJD-h8lXB_T0-Q,8
r9Wii37p0kEDIUt2e2_LqQ,10
ax560VCtANHxZZWfLJrZwA,10
MFcre8np9VdWF-3X66IwwQ,40
th9tnlFzJrtlCq54Bc3H9A,10
4liY43aT2L_dNvKOCGvXBQ,16
8KXg1e69NME-6tZLUj5KqQ,21
kiX7lKpLGE25se_7nd6GAQ,2
J8NuJQsTUf6VWChuLJ91rQ,25
3pabIQceENk9-C3W5AHaRw,19
9BhBAmuE9hedg8MiZ8sXsg,45
9nXHh30rKpWs09B7_UULjw,2
6ryr-e--EQSKsEnBJDwPFA,16
4jKdEh5DlEPY3ssJXnNdNA,2
J6JavLv0CBjqL8HesXm3xA,10
Ty4qhs3XufSH6ljuRlFa8A,44
emfNJsap7L_3rPSD8SFAVQ,2
-r_hIvPZ_c89sOu4UyJZaQ,10
8G53r5MYsVBlJwTQ5sGJUg,1
gWun9aGITouyot-8yxUnoA,30
SDURW9xVesI7-Yl9naeEog,5
kfzPJmqP1JQUjniODZR_3g,4
SRJV_DzWUG_KlBoCvVN4NQ,10
X5HDd7n4tSRjJdVkG4qZCg,10
9WQJbwjNZ60HDNvGppFDmw,4
wnrHhjDpQk5uLUK7Iku75A,19
vxBJspWKbZli-R3epll1bQ,4
bvq-nVmdyXsmZtmEO-MElg,2
fwSsSQXLvip6MkayAa_vyQ,5
pST2dVnNYEw4TT_rclabJw,23
cPxOxlsJTJFfJpT1p6uDqA,8
yNjcbg9qABdJFg8QZNr5pA,3
nhhelTa62_m9h6sQAFx6eA,1
uuh-u4xG1NcuAcMmPhPjEQ,42
vQdKdDYq7uejnHcfDo_utw,10
YbLfrRHnESFXpvyClWTEig,11
p6BSD_CQehkSbBAhkL0y9g,15
rcVQ6CuIYKSkyLjSYDOxFw,4
Ene7GoI7EXZ3g89-hS5_mg,16
4QfZJuT_PMGpxArpIgEGeQ,21
LX_rxdTrcOm34LdCjjCfOQ,42
U0A9W5_hHmI0m8S634qAFQ,36
WAxio19XFGhmTEs-1xPo1A,10
vRz_OZaxS-i5RKh6SpuA3A,2
vWZmbVbQ5YaefzXUCYC3uQ,3
jilcwPSnRqZgnwwNXFZSQQ,49
IVNSQ_9l5DmT1Ak80yPVjg,10
VqfqQSPNBUJqzuZMMqjJAQ,23
HF63CxrF951guVIxrZewjQ,9
n0-YqvTXe6MuFmGGWT7uDQ,11
_qYjW9xj6ndi1puZ6GxQkQ,10
ZUXXxKZPPC9Tx2XvNxdsUg,20
XjSZDiYZDOaX1BsFt3oLyw,19
uiUfgnVJqls3vvpBr5TPcg,37
NZrhXVRJIY7qMCrRytFJJQ,10
BhQT_GGVEEdsrq8_XZ7FRQ,15
oK1r5Vwh3gXiezUkw4gT_w,34
c9bobScZkUx0qJvc3aHDbA,3
YskXpS33VRglkscFleRsXA,23
9P8aqX4JZP3i_ObqAgacyA,1
ekHmCzdCANAEORJ7NNxKXA,5
SHZVVKprOo6kC3OStLX1LA,41
VPZFpwcCQ1OML9OkEIZebg,36
lwXrhYmgP9Ji7iqOhlzWbw,10
mpjNDl8PglVqoKIO2iOXrw,49
R9IiyY0sJ7zr_repCPtIYA,39
L27OShvycGmVOkAxD1h86A,7
sskQ99GZO4xJ-3sHwUphRA,3
ACCfsPm3m1wZIkru7HQm1w,0
1Oh56aidw_FjtfLS1tzjtQ,0
CMFRJPGt2fv2kcszVPJ5gQ,10
R2XmyPK1Mp5jX-asj7vvZw,37
MEgTog8Eot2kupiPE_1pmA,10
m0vKdhc4Sh_GoZQxMjI7dw,15
XMyQdQR54my3GzdBZRhCSA,50
oFP9OIPO-Dnn-G1wfDsWwg,26
HsJfuaCXIUz4GZ8LHRtpzg,2
m_yVvLp6Rhu8Qckjvq0Xsw,27
AxQVxuCxCFVvYvQwWotEVA,44
di2EAA36q-RtOU1eaVb_sg,2
nR8kgWLjLDRfAVsb9vNk_Q,7
JoA5-4HxO5KEbVEbp8qWYw,45
OA0RBVV7tHKw3ghXAlm0fQ,9
6x_MftJZiB7Vn6J5GpJ0AQ,4
XFqSLIRpS5uno8GMYedsvg,51
8qAzErNMPGOyRklsct6etA,0
fBZc57a0OCHo4RVwDwOe2Q,10
NjaYtwnlidsGxOf4S0MxBg,16
7Lx-aVjLORgI-0veAeRs0Q,51
2Z5T4R_qVem_bm5qrYaArQ,9
iuKdlVt549hc2Kd9_tYepg,3
qBWNLbnYVlzsTkSLHVgeFA,35
_AlPmtlcv6o-SB3Uv_Z2HA,5
sUZROkEKnxoWTiKQKehTGQ,10
sSveQQvgkDrPbpopNvbPSw,15
wEjmxj1p9cftZcFKv7F33A,5
jRXr_ynus4PZEofYe_xgMg,7
Ybwu3RshK0_4jetB1PDPjg,25
cI596HQsfYTGOthUTtqnIw,11
dUpi5btVH_dnDnPAvRgqVg,36
FzfrtVNf8OgYROHuacsWew,19
2D2fHQ7nf3Urht_jBQ1kqA,36
5s8DH-fmB_eAYrSRZ5iK5g,10
wQtvtI-eTQ3-mdT0U_k52w,15
eKBLRdDIMIQ7eE_3BobRPQ,3
CFifJVwseG6cNE6Tk1brug,41
LK8Sr6CFtnuS9u9WzlJUSw,13
NPZ113YIXy-nl0aQ6wOvww,8
UniEauXQekcHWZkdhxnbuw,26
Co2cyWY4A7sH3X9yDfbPcw,10
mZTGdYiwa2RSh4EL-aySKw,3
2KzKOMlxGMe9aEy28zqNpw,3
FNP8h7mywPGKkErQSBJdqg,29
3Ev1fOzx64Aepr3e4vBLoA,26
EsM1436YQdFo_bdZ2AOcCQ,41
GDq4N3dcMvB_x-z7NU339g,4
0uw0UyeoIrxezrAi-hNV9w,32
n-QWF71utwgd6jLt3S_h9Q,25
6K1nJqKYvMYDedr8oLfZlQ,45
GgzzX5YFSQdPQqwgaogTmg,10
MHbeOB03Z5EX1kfPGfKCOg,10
8W957S8SNuqataIhfir_EA,4
g34Qcj06LmCDhKzksfVNJA,10
hkHkvgNklP236_fs4d9iCQ,0
lnL0Wx1g22U8-TdiXjZTSw,4
dJoWkpVxWcvdqNRo7w622w,21
bnKo6L4MgcUbLZH7fmnkrA,4
jTWzyelCcARP7TDzelXLhQ,15
41FHXHNn9YpzprwxYCA7LA,36
utfzXJJ0yas1JOo_w5TP8A,21
0r8Uxzkm7MjVQ0VYWxmN_Q,39
ZPv8P2wqyA22Vgcn2zRVcw,36
3S7PkhbT-MT_MqY_gBgMug,0
k1pP4dhYBTEXUEM5LQsHYw,23
E68ZPVpcuWhxvnjq8vTqAA,10
Rfh_YlvVIZ606ogwRBoUvQ,8
ACTw1-_0KI6J1MSvLfAN-Q,3
LsFfkcJMMCufV1Fy0bx-GA,37
w9_hH_2AJAPQF4JrpuLiTw,10
FT7LZK4sNp-4hPNW_yRGhQ,4
Qdke7WIuPHGAjr0bfovriA,53
rKJGp2CqWKC1WALmYyqGgQ,0
XpnMUYT2HDuUB7ycRtw2ew,32
gwfe8XYXLOrUsTx6UBQ4Wg,5
LhZLS33umZG20LfyEftYeQ,6
yoeb4hWnLkigh3vmRLraAg,3
U6CknC8K0NTsXn_yLPV6tQ,10
iyrhOtRqJtCFNM7uUw3mmQ,10
CyMpTNKOQ4ecW8P4Smsaww,38
PjjMyHPnic4sqXbtb5vK0g,5
rYThpXymFIFUbMpleiYuFQ,10
wK2xhCFqZvzxUyt7FvhOdg,10
mCG8evjGo5YHdjCYlc-Mkw,14
awop-KfeUC9PmWH4UHGS0w,45
12f9tDYlrkFsr7aHm9YhIA,21
7TfVV64bpESXSalEuVQurw,5
DapUyhvGprkcFnGnYUQ3TQ,17
ysDg_yF7_N4wrdKYs9Xx1A,53
grbbdSu6j1_lazg8Eyeo7Q,16
v87WI-jhCHlnfBpgplGoeQ,40
BJylN96TZKcGxucIzvrI-w,10
kdUnqQGfvMqNTN2UyVjFwQ,25
MtdfTgshsfOZ-LEdsP8wYg,23
pJwUNH5H3ivcs0b8wHZkTw,16
Uu83Y68492DA_ruFhe-cug,20
I5GcOAeifQxnMQ28hbgZjA,39
SZ8adh7HdwdYHqTaVF6cIQ,9
xr-MpTd11UG9mQQ3F2u2kg,0
uIwSzLGwIRkfxUNYxgbsWw,10
zlfhqJ2zWhU_gWdXvAz2PA,40
px0EEuMlae4s4TS30lOlQg,2
Wd3fLVTwNXgAGI6Mu73LZQ,13
cEl4kMHjDp3-S72X0Ab09A,51
93Gc2CBSAxLJtKuRXMzD_A,30
hHCPZz3qXDTo1rX_ZC9ZKA,1
xj_hlbvcwrxBn-S7B_ehfw,11
RqitF_54R3Ns_AbIDplogA,32
-hKvpRe5R8zHa_BR4Dzzxw,53
JxdDxeCzZzKg0D7ZmrjPkQ,10
fyOL7gvaOqOMoisT7FpjSg,29
kw94ZTswIkaYVs6gkppcnw,10
9Aq9lfwPnkiuOHz4WS-n4A,11
A26CO2Nheci10r8feeuJFA,37
HAR_DMa1EEeOD4Et-KKvvg,41
9pou_CUl8OYBc1e9fDL5aA,10
GiuEzxUvhgXqgVFhomwgUQ,3
rIMPBfn1j_E9RXuvyVu_Mw,25
yxF2mljM9sngIg8fYx6JHg,7
yiYUEExKfZEv_T8CFTBGRA,8
YQCeBFhaNq10bbO81ntY1g,44
6mfKhJ5RmhvE9PSFGf7P0w,18
Z1h-SzUKNCGsj7z6-5QG1A,2
UaiPgl-P_elvN7BaEkuyUg,9
CHwf7EEhUJ1UVlcm0-c7CA,2
l-T6H5wa6FeokS-HS-x-Eg,15
EY3oJP7tmutPKamngnodoQ,0
Q_Vqh9td0DOGupKqMdf0Wg,5
QBLxPWMEBuR7X77XQSxbuA,37
SUYaCQLsY4ppifHKis9G2Q,4
QadUDj8syrt65j6CjExqEQ,53
XjXR9Y_cqAbDt8rF_uPq8Q,41
2uZEpLX3znS3WuIXMWWp6Q,3
ToDK6J0efYa57OHLE47Sgg,10
auJ-UvOQH7IWC6rINB_ecw,15
z3OKeUlbvcuWeDeCqm0sKw,51
vZZSXP_-bSVSgLRogfZ9pg,3
D_rEEHzR3GTZg_6YbY14Zg,21
bSOmYIj2vu6yTsOlaJEyPA,5
P-Fv4Mm56a2wTEsA34JMew,20
xxjE4zcuIdKnEc_fja2NWA,3
PZqHvOmicAr7_h4NbTIguQ,3
3c7uqCtS7JoE5RrIwuPw_g,36
l4F3u8GwaHhZmcJfqZoPQw,4
vZWwQjfPst-XWzDE91bTgQ,19
LkP5uU4ncr5MgNp8ercSCA,10
v-aroVyUdOJjtoT6yId4wA,53
EFLFnLaEzyoFeqF7GDHg6w,15
eyNQE922cM9BxjsRLrcNyQ,7
UGTQum1peLSeOZr08LERbA,6
wz9w0l-TWgU-fmUzDR8H0A,26
MFSz0-6VtmAuf1SamIYLFg,3
B9YP93qNG-54AxLvIcIzrA,10
JmfMk-wwdpnsDxjoklZ6PA,10
N4FhWSvaebPX3HTT3LLCuA,25
bJ0Zv1WgmjoAKGccBHFgUg,41
2j8wMZaPWlzJnKqeUdtdgQ,36
l_urxDubusB1pn_VYOssuQ,10
BnOmLLhskJ27oaUKl5HVWA,2
OvvDg5gJkoLTmgqWnYRxlg,16
PI51J_fKhEfZKhi-MjWBpg,7
QgixP83DTghX6ge1Oe79tA,36
v_bE00eJcYoTM9ucqQmDYw,14
zQazqDD16sWH1Uor4h_KSQ,13
4-Oh0TN8-b9gj12_VUZmAw,6
cFCjf80M6Tl6TWxA_5lPjA,53
NqiMPFPQ96U692jZd4ooCw,42
ZuWAof5l6yKeft-F1QCWSQ,9
ygQxFoytqvt6W0E2NQPJow,15
tXw4XLnqLdHjQQDBnWuoZQ,7
iTXGSDnL_465qFTnsSRGdw,1
wjYvdrwIQtD9T_47DeHODA,41
Z39Hn6EvKn6v0VMqgZHqTA,53
xM49Mef60n8Lwnm_nvY6FQ,25
XsL5Dz2FXpoGjIwX30hYfA,4
gke5O5GWlA78TOMFhb9fUA,10
6SPVD67-frUIWEPkIH8ofg,10
exiUEGR_WpWeg5__QUk5Dw,45
4m1jks7QTb8EVP1jq7YC9w,4
Hq2TWfWXX18JODZj3P1JzQ,0
pZioOLzVNpxyEVchL6LLsQ,6
QjslceHUb2_JitdU-eFKZA,25
T4logDlyEI7pjUfXQFSfjw,4
BX05pOuX5mwpVpfcUuhl6Q,5
0WOFLA3aEhO4aM4UY5vRlw,25
0vR8t4u-Fvcb2bPoD02hAQ,35
1HoY5C3REtljkNF2n32lcQ,36
APoAugdz6nscL4HjF4Oryg,10
UcAfkpe9Y6GryhiLgdzauQ,0
g5C4mti4oAogCs5USdmrpQ,10
42PVMJTESX4me8fwZAyJJA,16
2UG4fIKOfBDTjy3jSAXgsw,43
mlEkZkHLaqVet04k8j96xA,0
4My1kmYg7OwaxjgxJIj5Kg,18
ua33mTCEfuLV-qA5MnPTsA,43
F9kx2gSQQSY2eOBaVskHyg,4
QGbaYpENXZ5oVCP4khB9Dg,3
TfsEh4yLynhnULrn1LgBeA,19
NnMxvDg9D4OGOnM2mVyIdg,5
oQ3TPm5awj3-y3TWBeDPNA,18
QBULaE_sq4wU3yKTgukrFQ,27
ZE9ARwoTLYxNPNVY6QVSUw,15
3TKUSmuJlxGVmrXTQjbhTg,32
dpMOHaSm-R06Kk3KqujgMQ,10
vuTsYk88DnwBAcJoDFz5YQ,26
wsc6EkWfDnru6vmS3e5OnQ,10
zDf_VeR27957PYLXVtEbdQ,40
vyypneQjfB57TnzlbH0tAA,0
WabrusckN0QfHYaw2dDpJg,41
NpU3Qf2PaB7tXJ5m-eMuvQ,3
u7hpiBqATVIM_TUrQFfAkw,23
giWRXYXxxLCBFcNOzHxYFw,10
7YaQm48dy0NPIXGePWUyNg,32
IqaUNEXUUzW1gTuWgJY3LQ,40
1yqqgKhdQH23UmQU6XSvOQ,10
e6OJuu_w0pQ94kZl3qeIhQ,32
2x4SFLumawQPPzYcx6v_7Q,6
fLXVF7NB09d1KCHQCjTaYw,27
Gyi4pxmVcfxTtRS4t-FzUw,3
Wdw-y344ut8fIxvKv2RxcQ,13
OMTNU0Li-sk_fWxoQjCLYg,4
t6mdJXMfAxjH1B1OP7vHeA,4
2nKEIAm6Boo0EEPTN7R7Sg,1
8cGIg_aCYVA3y4CtpWl81g,13
iSStg9O9Jt3CAkt4thfokA,0
EPXmWd9CoNWAQeE92H56KQ,4
yhyjGxcZ3ypdg_470CCgKw,6
GSN3nmh32bcSQoEr3awoNg,1
Ap_nb8uVgobrUu1xdcUPlQ,1
KqgHSTKL7KcXr8Svai6aTQ,10
iMMePWzFMopTJbIol_ecxw,23
gUGca7GusiaCTTsus1GMBg,36
w_9sQ4Bp6Dr6HBjgqpHPlA,8
p9Jp9dU7PXDvBs-5PWqtng,9
eu6qafxvSwlnfmHVcD8Qzg,25
3iawpDVtUcJ9PJdECAC_1w,5
dujj-hGmVJVZ4hO7x7hPwA,9
DCyfpizMUfDKeCVThmlH0Q,2
XZkbaRLfSd7K2GAQImQcxA,8
iyaf2UvekBjxbeFdnTrSkA,10
OvVnwWOE_hywUflbn3P3Lw,2
L4uWWU4ArkzZy1D3dpSAxw,29
sBSa8pRQtCNxHU1H0_g_HQ,12
8nXpl7gr6CWo6cMn6q8j6A,2
7eJa77VgzUGrPN0i_1K7Mg,10
06L-Sb08_tMrFjRBwS9Hmg,49
kmfO1ZlFhXtFAqbgZvroaw,23
8kLCcutZ5iK-xuxY0KeQHA,10
zvgnZtEv2ArnaMad_8nC3g,37
6rmZpNgmuD0P3pzwVMwyvg,21
yUgeXdHTXXpB4DmIENB7Pg,10
7HzecYQRaVFgdhJ_pvc8Gg,10
8ujVfa0w0zq21QC6a6QWjg,4
B1y05J7NtzF54AqN40srFA,0
zAxEQp2LRtd5I_tj81swlQ,2
5oQ_hkAoyH4onVZ3wpTG9Q,0
IZrdyfAioxI69ESBJb8FhA,10
-rw9_TTO1XN4qD6-ex8yCw,5
jOfjBuI0zxJ7FFCO-kkwGg,9
kKnHnx4JzpmNw516ekHyrg,3
4oCPGJDC-3XXfDdcp7myKg,10
5jCYgtlrYT9m7SWTrnix_g,10
HPhgvrUlHVmOEuOIGLEZvg,3
u8FV5F9Bvw48uFsuatqLRw,3
5PC_mxnRAGJJHIOfuXOJog,36
t09AP94AkAPSA0CarEGG3A,24
rd0J9qgJsrU7YnfzLb1eQw,11
avdstddy9ZsrhKf2_ppKKA,10
f4YfOK2Qsk8Jronw2TwBUQ,17
zuTe03iXAd0p3xP0jqeWkQ,1
NTvf-NYNNSIxfwHJyxWP5Q,7
VtnCudEFLBjnxblLUAPYhA,10
Lj8VgeQWoFK0AtXGxzmz3A,10
qharoRpIxEun9X_8OT_jbg,49
lBwCXMmeXL7hiIPyQ55OiQ,10
VuY4nWfZVLtE6HgCaxtLow,10
bleOE2u9XIeEkBQp1yi2jg,49
oed0rAcbIIa8Ky0mu-X5Nw,39
oFv2IuOpb3j0zeG_s0V8dA,2
aNeT_0008_kt98Bx2QN7uQ,10
1M9GHq_rRzw23QlETIZX9g,14
l2yL9M0Isvok9x5ipLj7-A,21
wUfre3qNqIpRVBm8-7dqMg,16
DZlLkMLxrl4TqyfCD_ZB1w,41
Fayzx1vaQTRYOWBV2KlpRw,10
CBwPegIptHW0vwGsaxcfHQ,0
SDeq2pNzl3UM1gtq9dp50w,10
YQPDBJKKFFseQybsvo2rog,10
9YWU2_ubyhpNBeus94zlew,36
t7JttVL6gVPvOZTc6_9tTw,48
lgzUQ3zR-cOqEAenmA8uWA,15
Qx6zbepQMl-mynhsBr3Ljg,40
NdNHNG8Kfk6Zapegb1WNYg,11
Oph5xBF8m461B7GscLGVOQ,22
i6TC_rJPGEjMzT_3lzY-Tw,39
2Cxjov5fX5ucTVRRMc3sPw,16
Xs-BTdntMrwm8Nu1bCDqNw,9
RouTaVsJxkeKd3dGDBcX-Q,27
dD1_XwgaHM0oxlx2XeYgZw,32
Gb4FmtGo8iHf0eWiG1trJA,10
jsJ5pGmMdpFch_cd4mprHg,2
kYjm8XsQN_PaF3XEXftVXw,15
LPmEWzAQkbx9Ir-lj_KmTA,0
gtGLar2IdAv9RErgUBqvsQ,22
1SK2DPCcCF7zRlbch8Yj-g,10
Eztj8GWnox_rhlLUGECcUg,3
Eus4tEM63zUZQ4UTO7MCrQ,10
1UnHCkYb6rYwODO3qAL1rg,0
RQrQlyt3KwpljEYFWPQHbQ,34
AZYwvAMiaUbX7Zl_gvJXBg,8
-BlxGa44E5bqqku4ph0yUw,21
GZUE_cToLU02pgo4YT0Q8Q,51
52EAvFwr_cFRy7bmoySkqg,16
z5R3uP_MMbtnXdgy3OR73w,10
Ks56OG3vZBMT0MliXc1GuA,2
oSN3M4_WKdlTsnpgqPDiBg,10
fM30e-2r_kYI6rRNeNGjmw,34
cLgxIp8IOr2waXwC9Dg0vg,44
Y3U6Y5zDwSKzAe6VeOdAdw,5
8ezSCd5eNtQ_HyWbK1vzGw,14
OpbkFPWUkTBEvG61_0ZPzw,40
UwdoumbX2bCuzbfL4AyWHg,23
qXor7veerNdnHDeaWWKeVw,19
KC2OeIqnXG4CbR8h5VUN7A,4
Vduko6aW0RWk-XJmsmPxUw,10
zhZc8j0iZ9J3ySr8HEE70A,40
D1VE7pTAJ52UDHWaaoo1Tg,10
CUcdY6AbNj0JpKzWdcHMUA,7
slD05SRYNkYM1oTv6CwU-Q,37
XNDQw_Kki6t41y_MTb55PQ,44
FSTOaFm9HmCY2fLTjjnTQQ,3
tPqfCVgSU-X_7OHxCZ8Ajw,9
SgpS3OEtgmYsgSCp6oDbhA,4
rBbwBbakV9_S0pGOhCOnmg,36
tOislUfMLIIKSmr9htHT-A,26
fLKbns1B_8AnbRqHFloALw,10
JQSmDI_49npRM8mq07vrmQ,23
L6_7SqVSVBTuotOHDXbonQ,32
PRw12Yx-c-U5UsywjKS1oA,10
_Hbk4GwNHeXfKJ_xeoyHQQ,40
M384oSDx7rpIFouH39yrYw,2
5MnyLEFhIZlI-Xm98PqCvw,4
v3QDeKjl5-PgTG2eOa_qNA,1
IHwqiLph8rb-o7NXjwBzRA,49
yD_pQGwsrwFbEiBWrqESVg,23
xNHbeYVu9CAntalwQlWi6A,13
2y4EC2UKWwzj33OpK17Edw,1
IiVxS7IZQY7g8y-lTY-lCQ,25
NdJ7SO6icbWzX5nmeI7W3A,0
cfc_LBkmJNzqDQ97gPdWCw,25
gYBhjj_nEoXZi9NnP04GwQ,14
gSMAStMrv-zB_09_5IktYA,32
KAnNWWwlOF0-NqTc0MJwUg,2
p9Uf6CHONOstiHG8IjLI6A,15
Eo4atrllY6Tvt0xs6fzjqw,18
cyJQlwg9vslYmnrSv6ED0g,10
-EQ2ue-MyY2aKN4380Y39w,37
qOD5p32XrNcq2oxRoHBogg,39
yufuzeMNRE5-RF5G9FV4Ew,10
23djkaI_seY8453zhZh1UA,48
A_cd1jHAXdNwtEbzqvtGew,37
zoahf1GKypVKEe1GxH0OUw,10
